reTau,imTau,coneDeficit,margin
0,1.013468,8.88178e-16,0.000851268
0,3.265618,4.44089e-15,0.00287697
0,6.37562,7.10543e-15,0.000691796
0,11.50859,1.42109e-14,0.0000122231
0,4.614171,3.55271e-14,0.000771232
0,1.020759,1.77636e-15,0.00127326
0,2.739134,5.32907e-15,0.00249738
0,3.788549,1.40332e-13,0.00226024
0,1.02304,7.99361e-15,0.000443483
0,1.009205,3.67706e-13,0.00175082
0,1.016022,1.06581e-14,0.000311239
0,5.366422,1.22569e-13,0.00132465
0,2.436923,5.32907e-15,0.00303686
0,1.031804,3.55271e-15,0.000614877
0,6.121525,3.55271e-15,0.00187214
0,1.019455,3.55271e-15,0.0000555663
0,1.660996,1.77636e-15,0.00292269
0,8.935531,1.06581e-14,0.00131061
0,9.118575,1.50990e-14,0.00139155
0,3.278961,6.03961e-14,0.00265543
0,1.038225,2.66454e-15,0.000185648
0,1.014855,4.44089e-15,0.00114352
0,3.746636,5.77316e-14,0.00172892
0,0.7434539,2.66454e-15,0.00186285
0,3.504135,5.32907e-15,0.00211938
0,0.853463,9.05942e-14,0.000378022
0,1.020839,1.99840e-13,0.00177068
0,3.289723,5.32907e-15,0.00153110
0,6.75292,7.37188e-14,0.000933497
0,1.013992,4.44089e-15,0.00131826
0,1.022958,3.03757e-13,0.00133830
0,1.298691,3.55271e-15,0.000504873
0,6.17009,1.06581e-14,0.00179771
0,2.914456,1.19016e-13,0.00144193
0,10.79501,1.59872e-14,0.000983377
0,2.161668,1.77636e-15,0.00124778
0,1.018637,1.77636e-15,0.000829970
0,3.856125,3.55271e-15,0.00114123
0,2.995405,3.55271e-15,0.000800765
0,4.271532,4.44089e-15,0.000219807
0,1.015062,1.06581e-14,0.000363629
0,6.340688,9.32587e-14,0.000844248
0,1.023522,2.66454e-15,0.00152133
0,5.673523,1.06581e-14,0.00159766
0,5.435855,7.99361e-15,0.00133486
0,8.551638,1.15463e-14,3.74317e-7
0,5.091719,1.06581e-14,0.00191735
0,3.806991,2.13163e-14,0.00313856
0,7.727026,7.99361e-15,0.00125084
0,23.0227,2.66454e-14,0.0000154231
0,1.025253,1.33227e-14,0.00113597
0,1.807216,2.66454e-15,0.000619495
0,4.846154,3.80140e-13,0.00155754
0,2.39099,2.66454e-15,0.00329251
0,10.80848,1.59872e-14,0.000449888
